Name,Ch4EmissionRate,Ch4EmissionRateUnit,Co2eEmissionRate,Co2eEmissionRateUnit,Co2EmissionRate,Co2EmissionRateUnit,Country,EmissionFactorDataSource,EmissionFactorUpdateYear,LocationBasedOilMixPct,LocationBasedHydroMixPct,LocationBasedWindMixPct,LocBasedGeothermalMixPct,LocationBasedBiomassMixPct,LocationBasedCoalMixPct,LocationBasedGasMixPct,LocationBasedNuclearMixPct,LocationBasedSolarMixPct,LocBasedOtherFossilFuelMixPct,LocationBasedOtherFuelMixPct,LocBasedRenewableEnergyPct,MarketBasedOilMixPct,MarketBasedHydroMixPct,MarketBasedWindMixPct,MktBasedGeothermalMixPct,MarketBasedBiomassMixPct,MarketBasedCoalMixPct,MarketBasedGasMixPct,MarketBasedNuclearMixPct,MarketBasedSolarMixPct,MktBasedOtherFossilFuelMixPct,MarketBasedOtherFuelMixPct,MktBsdCo2eEmissionRate,MktBsdCo2eEmissionRateUnit,N2oEmissionRate,N2oEmissionRateUnit,PostalCodeSet,State,GridSubregion,OtherEmssnFctr
India - Andhra Pradesh - IN-AP - electricityMap 2020,,,563,G_PER_KWH,,,IN,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,9.187291001,7.996266293,0,0,25.68854235,2.180557604,0,7.035620399,,47.91172235,,0,9.187291001,7.996266293,0,0,25.68854235,2.180557604,0,7.035620399,,47.91172235,563,G_PER_KWH,,,,,Andhra Pradesh,Fuel Conversion Factors - DEFRA EPA 2021
India - Chhattisgarh - IN-CT - electricityMap 2020,,,803.35,G_PER_KWH,,,IN,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,2.092893291,0,0,0,97.90710671,0,0,0,,0,,0,2.092893291,0,0,0,97.90710671,0,0,0,,0,803.35,G_PER_KWH,,,,,Chhattisgarh,Fuel Conversion Factors - DEFRA EPA 2021
India - Delhi - IN-DL - electricityMap 2020,,,476.12,G_PER_KWH,,,IN,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,0,0,0,5.324489352,0,94.67551065,0,0,,0,,0,0,0,0,5.324489352,0,94.67551065,0,0,,0,476.12,G_PER_KWH,,,,,Delhi,Fuel Conversion Factors - DEFRA EPA 2021
India - Himachal Pradesh - IN-KA - electricityMap 2020,,,381.59,G_PER_KWH,,,IN,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,21.18547636,10.70381889,0,4.479689213,15.61839391,0,0,12.92834538,,35.08427624,,0,21.18547636,10.70381889,0,4.479689213,15.61839391,0,0,12.92834538,,35.08427624,381.59,G_PER_KWH,,,,,Himachal Pradesh,Fuel Conversion Factors - DEFRA EPA 2021
India - Karnataka - IN-PB - electricityMap 2020,,,601.18,G_PER_KWH,,,IN,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,19.50841136,0,0,3.110560192,71.55646164,0,0,5.824566806,,0,,0,19.50841136,0,0,3.110560192,71.55646164,0,0,5.824566806,,0,601.18,G_PER_KWH,,,,,Karnataka,Fuel Conversion Factors - DEFRA EPA 2021
India - Punjab - IN-UP - electricityMap 2020,,,737.22,G_PER_KWH,,,IN,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,6.085018148,0,0,0.00579550241,85.86685766,6.296357456,0,1.745971237,,0,,0,6.085018148,0,0,0.00579550241,85.86685766,6.296357456,0,1.745971237,,0,737.22,G_PER_KWH,,,,,Punjab,Fuel Conversion Factors - DEFRA EPA 2021
Iraq - IQ - electricityMap 2020,,,,G_PER_KWH,,,IQ,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,,G_PER_KWH,,,,,,Fuel Conversion Factors - DEFRA EPA 2021
Iceland - IS - electricityMap 2020,,,28.13,G_PER_KWH,,,IS,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0.003483356354,70.68951583,0,29.30700082,0,0,0,0,0,,0,,0.003483356354,70.68951583,0,29.30700082,0,0,0,0,0,,0,28.13,G_PER_KWH,,,,,,Fuel Conversion Factors - DEFRA EPA 2021
Italy - Central North - IT-CNO - electricityMap 2020,,,287.7,G_PER_KWH,,,IT,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0.01262171255,12.56616083,1.491578972,30.25011865,1.123122055,0,40.48723371,0,8.962742807,,5.106421265,,0.01262171255,12.56616083,1.491578972,30.25011865,1.123122055,0,40.48723371,0,8.962742807,,5.106421265,287.7,G_PER_KWH,,,,,Central North,Fuel Conversion Factors - DEFRA EPA 2021
Italy - Central South - IT-CSO - electricityMap 2020,,,409.87,G_PER_KWH,,,IT,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0.005944035739,7.403755877,13.39893025,0,2.665130737,19.22833576,39.68241582,0,9.059042539,,8.556444983,,0.005944035739,7.403755877,13.39893025,0,2.665130737,19.22833576,39.68241582,0,9.059042539,,8.556444983,409.87,G_PER_KWH,,,,,Central South,Fuel Conversion Factors - DEFRA EPA 2021
Italy - North - IT-NO - electricityMap 2020,,,294.65,G_PER_KWH,,,IT,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0.02703663561,29.2437091,0.08061361989,0,1.88108144,0.8322951647,54.15183368,0,3.664863752,,10.11856661,,0.02703663561,29.2437091,0.08061361989,0,1.88108144,0.8322951647,54.15183368,0,3.664863752,,10.11856661,294.65,G_PER_KWH,,,,,North,Fuel Conversion Factors - DEFRA EPA 2021
Italy - Sardinia - IT-SAR - electricityMap 2020,,,511.4,G_PER_KWH,,,IT,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,1.475241065,1.63522709,14.57867881,0,4.049741717,35.40642989,34.31545121,0,5.161530043,,3.377700182,,1.475241065,1.63522709,14.57867881,0,4.049741717,35.40642989,34.31545121,0,5.161530043,,3.377700182,511.4,G_PER_KWH,,,,,Sardinia,Fuel Conversion Factors - DEFRA EPA 2021
Italy - Sicily - IT-SIC - electricityMap 2020,,,369.07,G_PER_KWH,,,IT,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,6.564993067,0.3892590196,20.78880485,0,0.7789735917,0,60.47576199,0,8.737784677,,2.264422801,,6.564993067,0.3892590196,20.78880485,0,0.7789735917,0,60.47576199,0,8.737784677,,2.264422801,369.07,G_PER_KWH,,,,,Sicily,Fuel Conversion Factors - DEFRA EPA 2021
Italy - South - IT-SO - electricityMap 2020,,,375.59,G_PER_KWH,,,IT,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0.01202332907,2.460595396,19.37227621,0,4.861758361,8.380996712,53.03180628,0,8.233594581,,3.646949129,,0.01202332907,2.460595396,19.37227621,0,4.861758361,8.380996712,53.03180628,0,8.233594581,,3.646949129,375.59,G_PER_KWH,,,,,South,Fuel Conversion Factors - DEFRA EPA 2021
Japan - Chobu - JP-CB - electricityMap 2020,,,,G_PER_KWH,,,JP,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,0,0,0,0,0,0,0,8.402477222,,91.59752278,,0,0,0,0,0,0,0,0,8.402477222,,91.59752278,,G_PER_KWH,,,,,Chobu,Fuel Conversion Factors - DEFRA EPA 2021
Japan - Chugoku - JP-CG - electricityMap 2020,,,,G_PER_KWH,,,JP,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,0,0,0,0,0,0,0,9.946438823,,90.05356118,,0,0,0,0,0,0,0,0,9.946438823,,90.05356118,,G_PER_KWH,,,,,Chugoku,Fuel Conversion Factors - DEFRA EPA 2021
Japan - Hokkaido - JP-HKD - electricityMap 2020,,,,G_PER_KWH,,,JP,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,0,0,0,0,0,0,0,7.034567785,,92.96543222,,0,0,0,0,0,0,0,0,7.034567785,,92.96543222,,G_PER_KWH,,,,,Hokkaido,Fuel Conversion Factors - DEFRA EPA 2021
Japan - Hokuriku - JP-HR - electricityMap 2020,,,,G_PER_KWH,,,JP,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,0,0,0,0,0,0,0,3.584974684,,96.41502532,,0,0,0,0,0,0,0,0,3.584974684,,96.41502532,,G_PER_KWH,,,,,Hokuriku,Fuel Conversion Factors - DEFRA EPA 2021
Japan - Kansai - JP-KN - electricityMap 2020,,,481.45,G_PER_KWH,,,JP,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,4.814716151,9.829172214,0,0,0,31.7771266,34.13098783,15.05327369,4.394723513,,0,,4.814716151,9.829172214,0,0,0,31.7771266,34.13098783,15.05327369,4.394723513,,0,481.45,G_PER_KWH,,,,,Kansai,Fuel Conversion Factors - DEFRA EPA 2021
Japan - Kyushu - JP-KY - electricityMap 2020,,,507.67,G_PER_KWH,,,JP,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,0,0,0,0,0,0,17.37134927,11.50945582,,71.11919491,,0,0,0,0,0,0,0,17.37134927,11.50945582,,71.11919491,507.67,G_PER_KWH,,,,,Kyushu,Fuel Conversion Factors - DEFRA EPA 2021
Japan - Shikoku - JP-SK - electricityMap 2020,,,,G_PER_KWH,,,JP,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,0,0,0,0,0,0,0,9.039769399,,90.9602306,,0,0,0,0,0,0,0,0,9.039769399,,90.9602306,,G_PER_KWH,,,,,Shikoku,Fuel Conversion Factors - DEFRA EPA 2021
Japan - Tohoku - JP-TH - electricityMap 2020,,,,G_PER_KWH,,,JP,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,,G_PER_KWH,,,,,Tohoku,Fuel Conversion Factors - DEFRA EPA 2021
Japan - Tokyo - JP-TK - electricityMap 2020,,,581.45,G_PER_KWH,,,JP,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,5.888579429,5.43805148,0.3661758738,0,1.247695351,38.86462422,41.74348526,0,6.451388389,,0,,5.888579429,5.43805148,0.3661758738,0,1.247695351,38.86462422,41.74348526,0,6.451388389,,0,581.45,G_PER_KWH,,,,,Tokyo,Fuel Conversion Factors - DEFRA EPA 2021
South Korea - KR - electricityMap 2020,,,491.62,G_PER_KWH,,,KR,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0.6059217077,0.5049347565,0,0,1.211843415,42.81846734,25.85265953,26.15562038,2.446605064,,0.4039478051,,0.6059217077,0.5049347565,0,0,1.211843415,42.81846734,25.85265953,26.15562038,2.446605064,,0.4039478051,491.62,G_PER_KWH,,,,,,Fuel Conversion Factors - DEFRA EPA 2021
Lithuania - LT - electricityMap 2020,,,294.44,G_PER_KWH,,,LT,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,4.819805608,36.95009022,0,12.87410193,0,41.46698881,0,0.8036930026,,3.085320426,,0,4.819805608,36.95009022,0,12.87410193,0,41.46698881,0,0.8036930026,,3.085320426,294.44,G_PER_KWH,,,,,,Fuel Conversion Factors - DEFRA EPA 2021
Latvia - LV - electricityMap 2020,,,347.38,G_PER_KWH,,,LV,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,32.39853755,3.233566459,0,10.71646122,0,42.35294043,0,0,,11.29849434,,0,32.39853755,3.233566459,0,10.71646122,0,42.35294043,0,0,,11.29849434,347.38,G_PER_KWH,,,,,,Fuel Conversion Factors - DEFRA EPA 2021
Moldova - MD - electricityMap 2020,,,629.89,G_PER_KWH,,,MD,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,3.858462403,0,0,0,0,16.86402802,0,0,,79.27750957,,0,3.858462403,0,0,0,0,16.86402802,0,0,,79.27750957,629.89,G_PER_KWH,,,,,,Fuel Conversion Factors - DEFRA EPA 2021
Montenegro - ME - electricityMap 2020,,,451.87,G_PER_KWH,,,ME,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,46.87694167,7.508765794,0,0,45.61429253,0,0,0,,0,,0,46.87694167,7.508765794,0,0,45.61429253,0,0,0,,0,451.87,G_PER_KWH,,,,,,Fuel Conversion Factors - DEFRA EPA 2021
North Macedonia - MK - electricityMap 2020,,,577.52,G_PER_KWH,,,MK,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,12.89749426,1.689552468,0,0,85.41295328,0,0,0,,0,,0,12.89749426,1.689552468,0,0,85.41295328,0,0,0,,0,577.52,G_PER_KWH,,,,,,Fuel Conversion Factors - DEFRA EPA 2021
Malaysia - Peninsula - MY-WM - electricityMap 2020,,,674.7,G_PER_KWH,,,MY,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,5.689448631,0,0,0,63.57805884,29.89086629,0,0,,0.8416262348,,0,5.689448631,0,0,0,63.57805884,29.89086629,0,0,,0.8416262348,674.7,G_PER_KWH,,,,,Peninsula,Fuel Conversion Factors - DEFRA EPA 2021
Nicaragua - NI - electricityMap 2020,,,166.54,G_PER_KWH,,,NI,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,25.76811512,24.29171528,10.43423843,23.57637121,14.67232321,0,0,0,1.257236756,,0,,25.76811512,24.29171528,10.43423843,23.57637121,14.67232321,0,0,0,1.257236756,,0,166.54,G_PER_KWH,,,,,,Fuel Conversion Factors - DEFRA EPA 2021
Netherlands - NL - electricityMap 2020,,,415.21,G_PER_KWH,,,NL,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,1.272454448,0.06042839019,13.33218963,0,0,9.966706262,65.91358863,3.696125749,5.332499772,,0.4260071189,,1.272454448,0.06042839019,13.33218963,0,0,9.966706262,65.91358863,3.696125749,5.332499772,,0.4260071189,415.21,G_PER_KWH,,,,,,Fuel Conversion Factors - DEFRA EPA 2021
Norway - Southeast Norway - NO-NO1 - electricityMap 2020,,,27.31,G_PER_KWH,,,NO,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,96.69045763,3.121072689,0,0.1882260493,0,0,0,0,,0.000243630721,,0,96.69045763,3.121072689,0,0.1882260493,0,0,0,0,,0.000243630721,27.31,G_PER_KWH,,,,,Southeast Norway,Fuel Conversion Factors - DEFRA EPA 2021
Norway - Southwest Norway - NO-NO2 - electricityMap 2020,,,25.38,G_PER_KWH,,,NO,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,91.83363755,8.047451706,0,0.1189107386,0,0,0,0,,0,,0,91.83363755,8.047451706,0,0.1189107386,0,0,0,0,,0,25.38,G_PER_KWH,,,,,Southwest Norway,Fuel Conversion Factors - DEFRA EPA 2021
Norway - Middle Norway - NO-NO3 - electricityMap 2020,,,28.28,G_PER_KWH,,,NO,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,79.02008396,19.97914829,0,0.1502514518,0,0,0,0,,0.8505162935,,0,79.02008396,19.97914829,0,0.1502514518,0,0,0,0,,0.8505162935,28.28,G_PER_KWH,,,,,Middle Norway,Fuel Conversion Factors - DEFRA EPA 2021
Norway - North Norway - NO-NO4 - electricityMap 2020,,,30.78,G_PER_KWH,,,NO,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,89.31110659,9.29894781,0,0,0,0.8303848333,0,0,,0.5595607646,,0,89.31110659,9.29894781,0,0,0,0.8303848333,0,0,,0.5595607646,30.78,G_PER_KWH,,,,,North Norway,Fuel Conversion Factors - DEFRA EPA 2021
Norway - West Norway - NO-NO5 - electricityMap 2020,,,32.75,G_PER_KWH,,,NO,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,98.23627625,0,0,0.1924697271,0,1.571254026,0,0,,0,,0,98.23627625,0,0,0.1924697271,0,1.571254026,0,0,,0,32.75,G_PER_KWH,,,,,West Norway,Fuel Conversion Factors - DEFRA EPA 2021
New Zealand - North Island - NZ-NZN - electricityMap 2020,,,176.93,G_PER_KWH,,,NZ,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0.008139378435,28.49784783,7.852623619,35.04472071,0,6.861278854,15.99326185,0,0,,5.742127763,,0.008139378435,28.49784783,7.852623619,35.04472071,0,6.861278854,15.99326185,0,0,,5.742127763,176.93,G_PER_KWH,,,,,North Island,Fuel Conversion Factors - DEFRA EPA 2021
New Zealand - South Island - NZ-NZS - electricityMap 2020,,,24.5,G_PER_KWH,,,NZ,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,99.20907028,0.7909297159,0,0,0,0,0,0,,0,,0,99.20907028,0.7909297159,0,0,0,0,0,0,,0,24.5,G_PER_KWH,,,,,South Island,Fuel Conversion Factors - DEFRA EPA 2021
Panama - PA - electricityMap 2020,,,193.47,G_PER_KWH,,,PA,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,2.475190933,71.22817262,1.420174391,0,0.2114650933,17.55553176,1.864146841,0,2.279851289,,2.965467069,,2.475190933,71.22817262,1.420174391,0,0.2114650933,17.55553176,1.864146841,0,2.279851289,,2.965467069,193.47,G_PER_KWH,,,,,,Fuel Conversion Factors - DEFRA EPA 2021
Peru - PE - electricityMap 2020,,,104.01,G_PER_KWH,,,PE,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,3.639714168,0.04179694276,0.09620212205,0.4250749993,16.815036,77.38442709,0,1.597748683,0,,0,,3.639714168,0.04179694276,0.09620212205,0.4250749993,16.815036,77.38442709,0,1.597748683,0,,0,104.01,G_PER_KWH,,,,,,Fuel Conversion Factors - DEFRA EPA 2021
Poland - PL - electricityMap 2020,,,629.43,G_PER_KWH,,,PL,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0.9524881226,1.060225503,10.62038087,0,1.544065157,74.68607158,9.888530262,0,1.248238501,,0,,0.9524881226,1.060225503,10.62038087,0,1.544065157,74.68607158,9.888530262,0,1.248238501,,0,629.43,G_PER_KWH,,,,,,Fuel Conversion Factors - DEFRA EPA 2021
Portugal - PT - electricityMap 2020,,,259.09,G_PER_KWH,,,PT,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,20.30617154,26.42342027,0,6.419260715,9.515549869,34.81576228,0,2.103502479,,0.4163328403,,0,20.30617154,26.42342027,0,6.419260715,9.515549869,34.81576228,0,2.103502479,,0.4163328403,259.09,G_PER_KWH,,,,,,Fuel Conversion Factors - DEFRA EPA 2021
Reunion - RE - electricityMap 2020,,,502.99,G_PER_KWH,,,RE,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,34.63995581,12.65086061,0.4254065692,0,13.81169629,26.10019235,5.210286273,0,7.161602095,,0,,34.63995581,12.65086061,0.4254065692,0,13.81169629,26.10019235,5.210286273,0,7.161602095,,0,502.99,G_PER_KWH,,,,,,Fuel Conversion Factors - DEFRA EPA 2021
Romania - RO - electricityMap 2020,,,271.06,G_PER_KWH,,,RO,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,26.15326914,11.72930887,0,0.976088714,18.8705018,19.03459564,21.63915862,1.597077208,,0,,0,26.15326914,11.72930887,0,0.976088714,18.8705018,19.03459564,21.63915862,1.597077208,,0,271.06,G_PER_KWH,,,,,,Fuel Conversion Factors - DEFRA EPA 2021
Serbia - RS - electricityMap 2020,,,580.16,G_PER_KWH,,,RS,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,25.25948873,0,0,0.5687026394,72.8955328,0.03730143617,0,0,,1.238974394,,0,25.25948873,0,0,0.5687026394,72.8955328,0.03730143617,0,0,,1.238974394,580.16,G_PER_KWH,,,,,,Fuel Conversion Factors - DEFRA EPA 2021
Russia - European Russia and Ural - RU-1 - electricityMap 2020,,,350.77,G_PER_KWH,,,RU,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,6.409518029,0,0,0,0,0,26.74031202,0.1258628538,,66.7243071,,0,6.409518029,0,0,0,0,0,26.74031202,0.1258628538,,66.7243071,350.77,G_PER_KWH,,,,,European Russia and Ural,Fuel Conversion Factors - DEFRA EPA 2021
Russia - Siberia - RU-2 - electricityMap 2020,,,502.63,G_PER_KWH,,,RU,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,36.95331997,0,0,0,0,0,0,0.06578332692,,62.9808967,,0,36.95331997,0,0,0,0,0,0,0.06578332692,,62.9808967,502.63,G_PER_KWH,,,,,Siberia,Fuel Conversion Factors - DEFRA EPA 2021
Sweden - SE - electricityMap 2020,,,38.84,G_PER_KWH,,,SE,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,46.2082646,18.01465838,0,0,0,0,28.84864906,0,,6.928427954,,0,46.2082646,18.01465838,0,0,0,0,28.84864906,0,,6.928427954,38.84,G_PER_KWH,,,,,,Fuel Conversion Factors - DEFRA EPA 2021
Singapore - SG - electricityMap 2020,,,492.25,G_PER_KWH,,,SG,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,0,0,0,0,0,97.36684833,0,0.5807830933,,2.052368581,,0,0,0,0,0,0,97.36684833,0,0.5807830933,,2.052368581,492.25,G_PER_KWH,,,,,,Fuel Conversion Factors - DEFRA EPA 2021
Slovenia - SI - electricityMap 2020,,,253.05,G_PER_KWH,,,SI,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,32.52280748,0.03463793929,0,1.15223148,28.23655588,2.831183108,33.972633,1.249951116,,0,,0,32.52280748,0.03463793929,0,1.15223148,28.23655588,2.831183108,33.972633,1.249951116,,0,253.05,G_PER_KWH,,,,,,Fuel Conversion Factors - DEFRA EPA 2021
Slovakia - SK - electricityMap 2020,,,262.67,G_PER_KWH,,,SK,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,1.435778245,15.63442967,0.01679191126,0,2.983448848,4.906471846,12.63016014,54.99283256,1.089518936,,6.310567848,,1.435778245,15.63442967,0.01679191126,0,2.983448848,4.906471846,12.63016014,54.99283256,1.089518936,,6.310567848,262.67,G_PER_KWH,,,,,,Fuel Conversion Factors - DEFRA EPA 2021
El Salvador - SV - electricityMap 2020,,,128.55,G_PER_KWH,,,SV,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,12.78197011,53.30385074,0,24.07359115,2.191377083,0,0,0,7.649210916,,0,,12.78197011,53.30385074,0,24.07359115,2.191377083,0,0,0,7.649210916,,0,128.55,G_PER_KWH,,,,,,Fuel Conversion Factors - DEFRA EPA 2021
Turkey - TR - electricityMap 2020,,,479.76,G_PER_KWH,,,TR,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0.1039570041,17.0467955,7.799644388,3.121423166,1.348822051,37.68018041,32.51728667,0,0.1285784431,,0.2533123594,,0.1039570041,17.0467955,7.799644388,3.121423166,1.348822051,37.68018041,32.51728667,0,0.1285784431,,0.2533123594,479.76,G_PER_KWH,,,,,,Fuel Conversion Factors - DEFRA EPA 2021
Taiwan - TW - electricityMap 2020,,,533.11,G_PER_KWH,,,TW,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,1.273412642,1.143976112,1.334099259,0,0,35.4330949,42.53416848,12.86457422,2.148285497,,3.26838889,,1.273412642,1.143976112,1.334099259,0,0,35.4330949,42.53416848,12.86457422,2.148285497,,3.26838889,533.11,G_PER_KWH,,,,,,Fuel Conversion Factors - DEFRA EPA 2021
Ukraine - UA - electricityMap 2020,,,318.78,G_PER_KWH,,,UA,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,4.870393426,0,0,0,31.83479807,10.1177,48.62775387,0,,4.549354637,,0,4.870393426,0,0,0,31.83479807,10.1177,48.62775387,0,,4.549354637,318.78,G_PER_KWH,,,,,,Fuel Conversion Factors - DEFRA EPA 2021
United States - Balancing Authority Of Northern California - US-CAL-BANC - electricityMap 2020,,,280.49,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,24.40374592,0,0,0,0,71.91281033,0,2.605974031,,1.077469716,,0,24.40374592,0,0,0,0,71.91281033,0,2.605974031,,1.077469716,280.49,G_PER_KWH,,,,,Balancing Authority Of Northern California,Fuel Conversion Factors - DEFRA EPA 2021
United States - California Independent System Operator - US-CAL-CISO - electricityMap 2020,,,297.77,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,7.612537659,7.400589273,5.10007194,2.412212687,0.07933894854,54.64964279,6.894712193,15.85089451,,0,,0,7.612537659,7.400589273,5.10007194,2.412212687,0.07933894854,54.64964279,6.894712193,15.85089451,,0,297.77,G_PER_KWH,,,,,California Independent System Operator,Fuel Conversion Factors - DEFRA EPA 2021
United States - Imperial Irrigation District - US-CAL-IID - electricityMap 2020,,,597.84,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,3.280131703,0,0,0,0,14.44837088,0,6.733657783,,75.53783964,,0,3.280131703,0,0,0,0,14.44837088,0,6.733657783,,75.53783964,597.84,G_PER_KWH,,,,,Imperial Irrigation District,Fuel Conversion Factors - DEFRA EPA 2021
United States - Los Angeles Department Of Water And Power - US-CAL-LDWP - electricityMap 2020,,,398.86,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,3.143454402,2.829481237,0,0,34.25540455,40.94179528,0,10.81293183,,8.016932703,,0,3.143454402,2.829481237,0,0,34.25540455,40.94179528,0,10.81293183,,8.016932703,398.86,G_PER_KWH,,,,,Los Angeles Department Of Water And Power,Fuel Conversion Factors - DEFRA EPA 2021
United States - Turlock Irrigation District - US-CAL-TIDC - electricityMap 2020,,,353.76,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,5.899285975,0,0,0,0,94.10071403,0,0,,0,,0,5.899285975,0,0,0,0,94.10071403,0,0,,0,353.76,G_PER_KWH,,,,,Turlock Irrigation District,Fuel Conversion Factors - DEFRA EPA 2021
